Фокин Самуил Куприянович,79997587281,antonetta.tillman@miller.com,1,male,Москва,заметка,25569,Граупп(тест),Тест,a0001,0,1000,0
Мышкин Юстиниан Лукьевич,79994258635,tmaek@me.com,1,male,Челябинск,заметка,25781,Граупп(тест),Тест,a0002,1,1500,0
Ермаков Захар Михаилович,79995790476,goldberg@yahoo.ca,0,male,Омск,заметка,25993,Граупп(тест),Тест,a0003,0,2000,0
Колобов Клим Еремеевич,79998369718,sisyphus@yahoo.ca,1,male,Томск,заметка,26205,Граупп(тест),Тест,a0004,0,2500,0
Тетерин Аверьян Адольфович,79991778797,morain@msn.com,0,male,Тюмень,заметка,26417,Граупп(тест),Тест,a0005,1,3000,0
Титов Ираклий Филиппович,79994400083,oevans@optonline.net,0,male,Уфа,заметка,26629,Граупп(тест),Тест,a0006,1,3500,0
Комаров Варлаам Демьянович,79999958024,jaarnial@yahoo.ca,0,male,санкт-петербург,заметка,26841,Граупп(тест),Тест,a0007,1,4000,0
Лихачёв Нинель Демьянович,79992615482,studyabr@verizon.net,1,male,калининград,заметка,27053,Граупп(тест),Тест,a0008,0,4500,0
Артемьев Богдан Рудольфович,79992339846,daveewart@sbcglobal.net,1,male,чита,заметка,27265,Граупп(тест),Тест,a0009,1,5000,0
Логинов Рудольф Давидович,79997567798,kalpol@aol.com,0,male,артём,заметка,27477,Граупп(тест),Тест,a0010,0,5500,0
Гришин Мирослав Наумович,79997153233,cgarcia@live.com,0,male,норильск,заметка,27689,Граупп(тест),Тест,a0011,1,6000,0
Николаев Арсений Миронович,79994550895,mccurley@yahoo.com,0,male,владивосток,заметка,27901,Граупп(тест),Тест,a0012,0,6500,0
Пестов Лев Аркадьевич,79997522447,mjewell@icloud.com,0,male,южносахалинск,заметка,28113,Граупп(тест),Тест,a0013,0,7000,0
Исаев Емельян Ярославович,79996688917,euice@yahoo.ca,0,male,Москва,заметка,28325,Граупп(тест),Тест,a0014,0,7500,0
Носков Тимофей Богданович,79994459061,houle@aol.com,1,male,Челябинск,заметка,28537,Граупп(тест),Тест,a0015,1,8000,0
Королёв Олег Гордеевич,79996967244,baveja@msn.com,0,male,Омск,заметка,28749,Граупп(тест),Тест,a0016,0,8500,0
Устинов Леонид Мартынович,79997194120,north@me.com,1,male,Томск,заметка,28961,Граупп(тест),Тест,a0017,1,9000,0
Калашников Платон Юрьевич,79996763416,xnormal@yahoo.com,1,male,Тюмень,заметка,29173,Граупп(тест),Тест,a0018,0,9500,0
Авдеев Кондратий Серапионович,79991049485,frikazoyd@live.com,0,male,Уфа,заметка,29385,Граупп(тест),Тест,a0019,0,10000,0
Симонов Мирон Глебович,79997958950,mailarc@mac.com,1,male,санкт-петербург,заметка,29597,Граупп(тест),Тест,a0020,1,10500,0
Устинов Бронислав Федорович,79995605689,pavel@comcast.net,0,male,калининград,заметка,29809,Граупп(тест),Тест,a0021,1,11000,0
Ермаков Игнат Арсеньевич,79998089934,ozawa@verizon.net,0,male,чита,заметка,30021,Граупп(тест),Тест,a0022,1,11500,0
Юдин Захар Александрович,79991115392,peoplesr@aol.com,0,male,артём,заметка,30233,Граупп(тест),Тест,a0023,0,12000,0
Попов Устин Иосифович,79995502274,doche@aol.com,0,male,норильск,заметка,30445,Граупп(тест),Тест,a0024,1,12500,0
Гаврилов Вадим Парфеньевич,79991286993,fukuchi@optonline.net,1,male,владивосток,заметка,30657,Граупп(тест),Тест,a0025,0,13000,0
Яковлев Ираклий Сергеевич,79995068876,ntegrity@mac.com,0,male,южносахалинск,заметка,30869,Граупп(тест),Тест,a0026,1,13500,0
Гришин Велор Валерьевич,79992579713,pedwards@sbcglobal.net,1,male,Москва,заметка,31081,Граупп(тест),Тест,a0027,0,14000,0
Копылов Аристарх Антонович,79992923965,andale@yahoo.ca,1,male,Челябинск,заметка,31293,Граупп(тест),Тест,a0028,0,14500,0
Цветков Мартин Валерьевич,79996711671,jgmyers@live.com,1,male,Омск,заметка,31505,Граупп(тест),Тест,a0029,0,15000,0
Лапин Корнелий Созонович,79995330050,kjetilk@optonline.net,1,male,Томск,заметка,31717,Граупп(тест),Тест,a0030,1,15500,0
Костин Максимилиан Ростиславович,79994776299,sokol@hotmail.com,1,male,Тюмень,заметка,31929,Граупп(тест),Тест,a0031,0,16000,0
Мишин Мартын Гордеевич,79996042107,stevelim@yahoo.ca,0,female,Уфа,заметка,32141,Граупп(тест),Тест,a0032,1,16500,0
Некрасов Ростислав Борисович,79996118986,gavinls@att.net,1,female,санкт-петербург,заметка,32353,Граупп(тест),Тест,a0033,0,17000,0
Кулагин Виталий Христофорович,79992432704,grolschie@hotmail.com,1,female,калининград,заметка,32777,Граупп(тест),Тест,a0034,0,17500,0
Шашков Леонид Ярославович,79997005033,linuxhack@outlook.com,0,female,чита,заметка,32989,Граупп(тест),Тест,a0035,1,18000,0
Лапин Ираклий Фролович,79991089790,daveed@icloud.com,1,female,артём,заметка,33413,Граупп(тест),Тест,a0036,1,18500,0
Медведев Гаянэ Мартынович,79999538357,breegster@comcast.net,0,female,норильск,заметка,33625,Граупп(тест),Тест,a0037,1,19000,0
Абрамов Тарас Валерьянович,79997769993,stevelim@msn.com,0,female,владивосток,заметка,33837,Граупп(тест),Тест,a0038,0,19500,0
Евдокимов Авраам Русланович,79995659722,retoh@optonline.net,0,female,южносахалинск,заметка,34261,Граупп(тест),Тест,a0039,1,20000,0
Архипов Афанасий Лаврентьевич,79994274162,horrocks@mac.com,0,female,Москва,заметка,34473,Граупп(тест),Тест,a0040,0,20500,0
Титов Степан Улебович,79999458055,esbeck@sbcglobal.net,1,female,Челябинск,заметка,34685,Граупп(тест),Тест,a0041,1,21000,0
Тихонов Самуил Дмитриевич,79996629303,jcholewa@yahoo.ca,0,female,Омск,заметка,34897,Граупп(тест),Тест,a0042,0,21500,0
Лобанов Аверкий Евгеньевич,79994395125,bartak@me.com,1,female,Томск,заметка,35109,Граупп(тест),Тест,a0043,0,22000,0
Николаев Яков Геннадиевич,79993725630,kayvonf@hotmail.com,1,female,Тюмень,заметка,35321,Граупп(тест),Тест,a0044,0,22500,0
Лазарев Лев Наумович,79994499330,esasaki@yahoo.ca,1,female,Уфа,заметка,35533,Граупп(тест),Тест,a0045,1,23000,0
Захаров Остап Лаврентьевич,79998303183,parrt@msn.com,0,female,санкт-петербург,заметка,35745,Граупп(тест),Тест,a0046,0,23500,0
Ильин Олег Антонинович,79995687954,imightb@verizon.net,1,female,калининград,заметка,35957,Граупп(тест),Тест,a0047,1,24000,0
Семёнов Феликс Данилович,79993384316,muadip@yahoo.com,1,female,чита,заметка,36169,Граупп(тест),Тест,a0048,0,24500,0
Родионов Власий Гордеевич,79992666378,esokullu@hotmail.com,1,female,артём,заметка,36381,Граупп(тест),Тест,a0049,0,25000,0
Бирюков Ярослав Леонидович,79992537775,chrisj@yahoo.com,1,female,норильск,заметка,36891,Граупп(тест),Тест,a0050,1,25500,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
